book_title,author,reader_review,rating,label,review_length
les blessures du silence,natacha calestrémé,il y a des livres qui ne vous laissent pas insensibles indifférents,4.5,1,67
elyette,thomas martinetti,avec cette nouvelle l auteur nous propose avant la suite de margo de patienter avec le premier volet d une série de parcours de femmes qui ont changé un jour d identité,4.5,1,168
le chant des ronces,leigh bardugo,c est une collègue qui m a recommandé ce recueil de leigh bardugo je serai probablement passée à côté sans cela et ç aurait été bien dommage,5.0,1,140
24 jours pour se dire je t aime,virginie wary,j ai vraiment passé un superbe moment avec ce roman car nous avons bien plus qu une romance pendant la période de noël c est une histoire de couple de famille à reconstruire de pardon c est un roman qui m a vraiment touchée,5.0,1,223
les détectives du yorkshire tome 7 rendez vous avec la menace,julia chapman,7 ème tome des aventures de samson et delilah à bruncliffe,3.5,0,58
un noël en sicile,anne perry,je n avais jamais rien lu de anne perry je savais néanmoins qu elle était une grande voix du polar façon cosy murder lorsque j ai vu ce petit roman d à peine 150 pages je me suis dit que c était peut être une bonne façon de découvrir cette autrice même si je dois l avouer la couverture me faisait un peu redouter un livre de type romance,2.5,-1,338
notes sur le chagrin,chimamanda ngozi adichie,notes sur le chagrin de chez gallimard,5.0,1,38
légendes grecques,gustav schwab,ce serait un euphémisme que de dire que les mythes ou la mythologie ont inspiré des pans entiers des arts,5.0,1,105
kentukis,samanta schweblin,kentukis est un roman fable et original sur les kentukis ou machines mascotes en peluche sur des roulettes que l on peut acheter pour un paquet de dollars et que les gens s arrachent c est à la mode ils ont la forme d animaux divers comme pandas lapins corbeaux taupes dragons etc et leur énergie limitée fait que la machine est programmée pour aller sur le chargeur toute seule le côté négatif est que l on ne peut pas l arrêter à part la détruire à coups de masse ou la défenestrer l acheteur ne possède que la mascote et un autre acheteur paye une carte qui permet le monitorage à distance et la vision en direct sur son écran d ordinateur joujou parfait pour voyeurs et exhibitionnistes hein,3.5,0,695
après,stephen king,coucou mes mystigris,4.0,1,20
la visite les filles de nos filles,anne berest,anne berest a connu la consécration cette année avec son dernier roman la carte postale qui a frôlé le goncourt et remporté le prix renaudot des lycéens 2021 ce succès public et critique ne doit pas éclipser sa dernière œuvre la visite suivi de les filles de nos filles parue aux éditions actes sud papiers en 2020 deux textes féministes et engagés sous forme de pièces de théâtre anne berest questionne avec la visite l instinct maternel et le rôle de la mère dans sa confrontation avec la société et dans les filles de nos filles elle évoque le rôle minimisé des femmes dans la création artistique,4.5,1,599
hybrides tome 10 lune,laurann dohner,je continue doucement mais sûrement ma découverte de la saga de laurann dohner en lisant un tome par mois c est pourquoi je l ai fait aussi entrer dans le frosty challenge,3.0,0,171
enfant des rêves,martin ruat,enfant des rêves est un petit roman très bien écrit emprunt de philosophie et d une intense réflexion sur les peurs intérieurs les peurs d enfants les cauchemars et nos propres angoisses un voyage onirique à la fois dépaysant et terrifiant on sent que l auteur maitrise sa plume et son sujet ce qui donne vraiment envie de découvrir ses prochains écrits,5.0,1,353
sherpas fils de l everest,patricia jolly,un livre un peu décousu pour raconter l histoire méconnus de l everest et des sherpas les ascensions souvent meurtrières les révoltes des sherpas pour obtenir plus de droits et pour faire vivre leur famille décemment sont remarquablement détaillés et documentés dans ce livre qui peut être lu chapitre par chapitre au fil de nos envies,3.5,0,335
les enfants sont rois,vigan delphine de,excellent roman entre le policier le roman d anticipation et la réflexion sociale je me suis régalée à le lire les réflexions sur l abus de l exposition des enfants sur le net est intéressante mais en plus nous avons les ressentis de ceux qui ne vivent pas avec nous lecteurs nous sommes souvent entre les deux notre responsabilité sans être abordée est aussi un enjeu de la réflexion bref un bon roman que je conseille,5.0,1,419
secret stepbrother,erin graham,c était mon tout premier roman de l auteure j ai adoré la plume très addictif fluide et captivant impossible de décrocher mes yeux des pages de ce roman je suis tombée amoureuse de calden il est très attachant dévoué à sa petite sœur mais surtout il souffre énormément son allure de bad boy n est pas du tout la personne qu il reflète il se cache et j ai adoré le voir s ouvrir et être vulnérable sa relation avec cassie est hyper attendrissante il ferait n importe quoi pour elle il l a d ailleurs bien prouvé tout au fil des chapitres harper évolue grandement durant le roman elle s émancipe et s affirme leur histoire d amour les sauve en quelque sorte ils s aident et pansent les plais de l autre,3.5,0,700
the sandman act i livre audio,neil gaiman,la hype autour des comics semble ne plus avoir de limites en ce moment et c est une excellente chose si cela permet la création d œuvres telles que celle ci d autant que cela change un peu de ce que l on nous offre habituellement l originalité est dans l histoire certes cependant je fais aussi référence au format je n ai rien contre les films et séries toutefois je trouve qu une adaptation audio est une excellente idée cela est à la fois original car peu courant pour une série de comics et tout à fait traditionnel car l œuvre s inscrit dans la longue tradition des feuilletons radiophoniques malheureusement peu prisés dans nos contrées bien qu on puisse en écouter de temps en temps sur certaines radios mais qui sont toujours appréciés et surtout de qualité au royaume uni,4.0,1,780
avant que le monde ne se ferme,alain mascaro,c est un roman court mais que d événements et de voyages avec une rencontre avec de nombreux personnages trop peut être le style poétique et imagé m a beaucoup gêné pour m attacher aux personnages,3.0,0,196
abby et walton,anaïs halard,au premier abord la couverture me plaisait bien je trouve qu elle annonce bien la couleur et que ça va être une lecture assez drôle,5.0,1,131
le grimoire d elfie tome 2 le dit des cigales,audrey alwett,tout comme le premier tome j ai adoré les dessins sont sublimes cette fois ci on voyage en provence où l on va faire la connaissance d un nouveau personnage de l entourage d elfie,5.0,1,179
la chronique des bridgerton intégrale tome 3,julia quinn,dans ce troisième livre de la chronique des bridgerton nous découvrons plus en détails l histoire d eloïse qui cherche à se marier et l histoire de francesca qui voit sa vie changer après une dure épreuve,4.0,1,204
conversations entre amis,rooney sally,comme sarah jessica parker je l ai lu en 1 journée,5.0,1,50
the boy on fire tome 1,emma green,bon autant dire que dès qu un livre de ces auteures parait je me jette dessus et je suis rarement déçue,4.0,1,103
terreur dans les vignes,peter may,coté polar peter may a fait mieux l intrigue avance relativement lentement et débouche sur une solution tirée du chapeau dans les dernières pages il y a bien quelques fausses pistes pour nous laisser surprendre mais elles restent assez classiques je me lasse aussi de ces tentatives d assassinat à répétition dont on ressort indemne les cicatrices et contusions du héros disparaissent bien vite,3.0,0,394
michelle et barack,fabrice colin,voici un livre que je n aurais à tort sans doute pas lu si je ne l avais pas reçu via la masse critique de babelio,3.0,0,114
manos kelly intégrale,antonio hernández palacios,je ne connaissais pas cette grande figure de la bande dessinée espagnole avant de me plonger dans manos kelly,2.5,-1,109
elantris intégrale,brandon sanderson,un bon premier roman de brandon sanderson l auteur du fameux cycle des fils des brumes,3.5,0,86
crossroads,hervé gagnon,crossroads ou la croisée des chemins quand on s y trouve un choix s impose,4.0,1,74
hannah arendt une introduction,jean claude poizat,hannah arendt est une philosophe importante même si elle n a pas inventé un système philosophique,5.0,1,97
l innocence et la loi,michael connelly,le hasard a voulu que je regarde la série goliath en même temps que je lisais ce livre la série étant de 2018 il semblerait que le petit michael ait fait un copier coller vous changez le nom de l avocat des assistants du type mort dans la voiture du policier soi disant corrompu de la société et vous avez la même histoire michael aurait pu innover que nenni il a fait pareil et en plus on s ennuie tant cela ressemble à tout ces livres de procès,1.0,-1,446
